Date,TXN_50_sma,TXN_100_sma,TXN_200_sma,AMAT_50_sma,AMAT_100_sma,AMAT_200_sma,COUR_50_sma,COUR_100_sma,COUR_200_sma,GNRC_50_sma,GNRC_100_sma,GNRC_200_sma,IDCC_50_sma,IDCC_100_sma,IDCC_200_sma,LLY_50_sma,LLY_100_sma,LLY_200_sma,NICE_50_sma,NICE_100_sma,NICE_200_sma,NOK_50_sma,NOK_100_sma,NOK_200_sma,WFC_50_sma,WFC_100_sma,WFC_200_sma,REGN_50_sma,REGN_100_sma,REGN_200_sma,AMD_50_sma,AMD_100_sma,AMD_200_sma,GRAL_50_sma,GRAL_100_sma,GRAL_200_sma,KLAC_50_sma,KLAC_100_sma,KLAC_200_sma
2025-04-01 00:00:00-04:00,184.30014068603515,188.84694229125978,192.38485092163086,165.27424713134766,169.4995574951172,186.55490104675292,7.785199975967407,7.919499998092651,7.781799991130828,139.59059997558595,156.0747999572754,153.90955017089843,204.21437622070312,196.19174407958985,164.75680274963378,843.2157312011718,811.3271636962891,851.3674468994141,158.44159912109376,168.2975993347168,169.88689949035646,4.930428495407105,4.639641785621643,4.340308153629303,75.06167419433594,73.37156703948975,65.15042156219482,680.42580078125,712.3124090576172,889.5242694091797,108.80679977416992,120.16780014038086,137.31275039672852,33.591100158691404,25.809200077056886,20.3540500164032,722.3977014160156,688.1686993408204,727.5828713989258
2025-04-02 00:00:00-04:00,183.99064361572266,188.62103134155274,192.31483406066894,164.3832452392578,169.12198150634765,186.114923248291,7.751199979782104,7.915099997520446,7.782049992084503,138.8729998779297,155.53849990844728,153.8696501159668,204.94288177490233,196.58885528564454,165.2143577194214,844.7555200195312,811.4756323242187,851.0635507202148,158.2851989746094,168.15959930419922,169.83464950561523,4.945706977844238,4.646296768188477,4.3488389432430266,74.95809173583984,73.45978324890137,65.23012144088744,679.2012634277344,710.2877447509766,887.5290539550781,108.42039978027344,119.78080009460449,137.02805042266846,33.744100151062014,25.93150007247925,20.413250012397768,720.8150952148437,688.36044921875,726.8936825561524
2025-04-03 00:00:00-04:00,183.36788604736327,188.13327285766601,192.18701988220215,163.19560791015624,168.61203018188476,185.61649459838867,7.712399988174439,7.90539999961853,7.780499992370605,138.0113998413086,154.85989990234376,153.77300010681154,205.45486907958986,196.80025466918946,165.6252723312378,845.4821765136719,811.6285913085937,850.6385366821289,157.9923989868164,167.91019927978516,169.74684951782226,4.95365273475647,4.650564928054809,4.355972628593445,74.72956405639648,73.39980400085449,65.27641633987427,677.832939453125,708.2411492919922,885.4094369506836,107.82139984130859,119.26780006408691,136.69890041351317,33.78890014648437,26.042100067138673,20.464550008773802,717.835263671875,687.9067205810547,725.904139099121
2025-04-04 00:00:00-04:00,182.42101623535157,187.49320236206054,191.99083992004395,161.93296310424805,167.95151191711426,185.04651020050048,7.6663999843597415,7.894400000572205,7.778749992847443,137.1217999267578,154.11139984130858,153.65275009155275,205.78582641601562,196.92477478027342,166.00007213592528,844.9418627929688,811.0642309570312,849.9270660400391,157.5975991821289,167.4700993347168,169.61804954528807,4.956060047149658,4.652654418945312,4.361776235103608,74.40992553710937,73.31925636291504,65.29528781890869,675.4305187988281,705.7451184082031,883.0600158691407,107.07579986572266,118.62720001220703,136.3357004547119,33.714500160217284,26.11560007095337,20.497900009155273,714.1899389648438,686.8474755859374,724.5745852661133
2025-04-07 00:00:00-04:00,181.82295501708984,186.85194381713868,191.8010418701172,160.8665788269043,167.3702725982666,184.48132472991944,7.617399988174438,7.881999998092652,7.777549991607666,136.18620010375977,153.32439979553223,153.51160007476807,206.16124389648436,197.0550685119629,166.3945790863037,843.7377563476563,810.0163110351563,849.1113122558594,157.30199920654297,167.0411993408203,169.52029960632325,4.960028867721558,4.6542451238632205,4.367132836580277,74.11613456726074,73.2444079208374,65.31612188339233,673.3906799316406,703.2031066894531,880.7384640502929,106.29179992675782,117.9841000366211,135.9807504272461,33.62180015563965,26.210550079345705,20.537575006484985,711.3266296386719,686.0559490966797,723.3136590576172
2025-04-08 00:00:00-04:00,181.03672088623046,186.1749655151367,191.5885845184326,159.9649659729004,166.78468467712403,183.93557750701905,7.546999998092652,7.8690999984741214,7.774699993133545,135.11860000610352,152.39249977111817,153.33325008392333,206.43079467773438,197.09316467285157,166.77174076080323,842.1302600097656,808.984487915039,848.3352471923828,156.73519927978515,166.54289932250975,169.4082996368408,4.9636000061035155,4.655440135002136,4.372437709569931,73.80828155517578,73.14372505187988,65.33694786071777,670.8540014648438,700.5289538574219,878.3108520507812,105.55579986572266,117.29269996643066,135.56290042877197,33.52980014801025,26.27145007133484,20.542925004959105,709.2991845703125,685.4256622314454,722.1942901611328
2025-04-09 00:00:00-04:00,180.84347930908203,185.7613137817383,191.47912841796875,159.51179885864258,166.4255623626709,183.516071434021,7.495199985504151,7.865499997138977,7.77654999256134,134.42779998779298,151.63579971313476,153.22150009155274,206.95797882080078,197.2838343811035,167.22612079620362,841.1344018554687,808.3618688964843,847.7067294311523,156.45959930419923,166.14839935302734,169.35214965820313,4.973507633209229,4.660000247955322,4.37903294801712,73.58615234375,73.08491439819336,65.38310695648194,668.6826245117187,698.1002783203126,875.9390139770508,105.20919982910156,116.82479988098144,135.24095043182373,33.48700012207031,26.36955006599426,20.581325006484985,709.33857421875,685.8432904052735,721.6572744750977
2025-04-10 00:00:00-04:00,180.40032592773437,185.28924224853515,191.31358703613282,158.78113265991212,165.9897811126709,183.06686771392822,7.4357999897003175,7.858299999237061,7.776349992752075,133.6336001586914,150.80949981689454,153.07150009155274,207.41749114990233,197.47534774780274,167.66689277648925,839.5020153808593,807.4820391845703,846.8836087036133,156.12019927978517,165.64699935913086,169.28584968566895,4.9816289806365965,4.663864064216614,4.384840925931931,73.29027587890624,72.99239707946778,65.4088106918335,665.8867956542969,695.5349908447265,873.3621481323243,104.63619979858399,116.31879981994629,134.88320041656493,33.408600120544435,26.437800073623656,20.60190001487732,708.2491357421875,685.9973394775391,720.9998776245117
2025-04-11 00:00:00-04:00,179.68026916503905,184.72517639160156,191.10070617675783,158.05594680786132,165.5889492034912,182.62912631988524,7.402399988174438,7.85539999961853,7.777899992465973,132.79360015869142,150.0485998535156,152.9418000793457,207.7724935913086,197.69407485961915,168.10525634765625,837.7176013183594,806.9713903808594,846.0458636474609,155.8723992919922,165.3511993408203,169.23789970397948,4.98740671157837,4.668819875717163,4.391342539787292,72.97355796813964,72.89361545562744,65.44036836624146,663.3301049804687,693.2650866699219,870.7877758789062,104.12699981689452,115.86439987182617,134.54895042419435,33.243600120544436,26.512300071716307,20.63320001602173,706.8417883300781,686.2811968994141,720.2904278564453
2025-04-14 00:00:00-04:00,179.01335876464844,184.2426564025879,190.9112370300293,157.3498435974121,165.35395149230956,182.1997424697876,7.38519998550415,7.8546000003814695,7.779649991989135,132.07560012817382,149.3646997833252,152.83565006256103,208.15958404541016,197.9010578918457,168.53990440368653,836.6131726074219,807.0655352783203,845.3342300415039,155.60199920654296,165.1511993408203,169.18814964294432,4.995549325942993,4.674269142150879,4.398233958482742,72.66897148132324,72.78546100616455,65.47578762054444,661.3119604492188,691.420025024414,868.3077999877929,103.69799987792969,115.46039993286132,134.23375045776368,33.13500011444092,26.612800073623657,20.673800020217897,705.5128637695312,686.865698852539,719.6032125854492
